loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,loan_status
10000.0, 36 months, 17.74%,360.23,C,C5,,,MORTGAGE,47393.0,Not Verified,credit_card,Credit card refinancing,AZ,18.49,0.0,Jul-2005,680.0,684.0,0.0,,,8.0,0.0,11059.0,74.7%,10.0,w,1
6000.0, 36 months, 13.33%,203.12,C,C3,Shift Lead ,4 years,RENT,31500.0,Verified,debt_consolidation,Debt consolidation,WA,11.62,1.0,Aug-1998,665.0,669.0,0.0,21.0,,2.0,0.0,2292.0,127.3%,9.0,f,0
12000.0, 36 months, 12.42%,400.99,B,B4,Calvary Assembly Of God,10+ years,RENT,42000.0,Not Verified,credit_card,Consolidated,WI,21.49,0.0,Oct-1995,700.0,704.0,1.0,,,13.0,0.0,17482.0,67.5%,24.0,f,0
11200.0, 60 months, 12.99%,254.78,C,C2,Admin & Sales Support,10+ years,RENT,45000.0,Verified,credit_card,Credit card refinancing,CA,6.51,1.0,Mar-2004,665.0,669.0,2.0,12.0,66.0,16.0,3.0,7698.0,44.8%,19.0,f,1
10000.0, 36 months, 13.99%,341.73,C,C4,Sergeant,10+ years,RENT,60000.0,Not Verified,debt_consolidation,Debt consolidation,CO,24.68,0.0,Sep-2003,665.0,669.0,0.0,50.0,,8.0,0.0,7006.0,34.2%,30.0,f,0
7725.0, 36 months, 15.59%,270.03,C,C5,Care giver,< 1 year,MORTGAGE,60000.0,Source Verified,debt_consolidation,Debt consolidation,CA,12.46,0.0,Aug-1998,670.0,674.0,1.0,,76.0,13.0,1.0,6148.0,32.4%,19.0,w,0
12500.0, 60 months, 28.72%,394.65,F,F1,Senior Operations Control Analyst,3 years,RENT,47112.0,Source Verified,debt_consolidation,Debt consolidation,TX,34.79,0.0,Oct-2004,725.0,729.0,0.0,,,7.0,0.0,11379.0,58.4%,13.0,f,0
6500.0, 36 months,  5.32%,195.75,A,A1,"Cable Installer, Tech II",9 years,MORTGAGE,61811.0,Source Verified,home_improvement,Home improvement,NC,20.31,0.0,Mar-1978,690.0,694.0,1.0,32.0,,15.0,0.0,21500.0,62.5%,37.0,w,0
36000.0, 36 months,  6.71%,1106.81,A,A3,General Manager,10+ years,MORTGAGE,145000.0,Verified,debt_consolidation,Debt consolidation,AZ,3.28,0.0,Sep-2003,695.0,699.0,0.0,,114.0,3.0,1.0,601.0,24%,25.0,w,0
3000.0, 36 months,  7.34%,93.1,A,A4,Maintenance,10+ years,MORTGAGE,70000.0,Not Verified,home_improvement,Home improvement,IL,1.99,0.0,Sep-2004,765.0,769.0,0.0,,,7.0,0.0,2773.0,10.3%,15.0,w,0
13000.0, 36 months,  7.46%,404.15,A,A4,Office Manager,3 years,MORTGAGE,48000.0,Source Verified,credit_card,Credit card refinancing,PA,22.85,0.0,Feb-2005,710.0,714.0,1.0,,,13.0,0.0,82547.0,32.2%,28.0,w,0
35000.0, 60 months, 15.61%,843.9,C,C4,Sr. Director of Sourcing and Technical D,1 year,MORTGAGE,167000.0,Verified,debt_consolidation,Personal Loadn,MA,28.28,0.0,Apr-1981,740.0,744.0,3.0,42.0,,18.0,0.0,123395.0,42.2%,44.0,f,1
2000.0, 36 months, 12.59%,67.0,C,C2,Continuing Professional Education,6 years,RENT,30000.0,Source Verified,debt_consolidation,Debt consolidation,PA,6.88,0.0,Oct-1995,660.0,664.0,0.0,54.0,,11.0,0.0,7773.0,37.7%,39.0,f,0
25000.0, 60 months, 15.99%,607.82,C,C5,Laser leader,10+ years,MORTGAGE,86000.0,Verified,credit_card,Credit card refinancing,MI,31.76,1.0,Apr-2000,660.0,664.0,0.0,15.0,82.0,12.0,1.0,15791.0,50.9%,32.0,w,0
5000.0, 36 months, 11.99%,166.05,B,B5,WAREHOUSE MANAGER,2 years,MORTGAGE,35000.0,Not Verified,other,Other,KS,19.34,0.0,Dec-1997,720.0,724.0,0.0,45.0,71.0,7.0,3.0,1349.0,32.9%,10.0,f,0
24000.0, 60 months, 13.58%,553.23,C,C2,Fuel Pricing Analyst ,10+ years,MORTGAGE,82000.0,Source Verified,house,Home buying,TX,16.42,0.0,Aug-2003,665.0,669.0,0.0,25.0,,16.0,0.0,1960.0,7.5%,63.0,w,0
16000.0, 36 months,  7.90%,500.65,A,A4,"Executive Director, Operations",8 years,MORTGAGE,300000.0,Source Verified,other,Other,PA,6.25,0.0,Sep-1992,735.0,739.0,1.0,45.0,,17.0,0.0,28165.0,39%,54.0,f,0
8500.0, 36 months,  5.32%,255.98,A,A1,realtor,10+ years,MORTGAGE,122000.0,Source Verified,credit_card,Credit card refinancing,TX,3.09,0.0,Mar-1980,685.0,689.0,0.0,,75.0,12.0,1.0,8709.0,24.4%,34.0,f,0
10000.0, 60 months, 19.92%,264.5,D,D3,lead pharmacy tech,6 years,RENT,47000.0,Source Verified,debt_consolidation,Debt consolidation,WA,13.28,0.0,Mar-2007,690.0,694.0,3.0,,,17.0,0.0,16077.0,54.7%,19.0,w,1
6200.0, 36 months,  8.18%,194.81,B,B1,Water Quality Specialist,9 years,MORTGAGE,45000.0,Source Verified,credit_card,Credit card refinancing,PA,6.11,0.0,Jul-2001,675.0,679.0,0.0,34.0,,7.0,0.0,6425.0,89.2%,17.0,f,0
14675.0, 60 months, 12.69%,331.58,C,C2,assistant operator,10+ years,RENT,52000.0,Source Verified,credit_card,Credit card refinancing,MN,30.21,1.0,Mar-2001,675.0,679.0,0.0,11.0,,17.0,0.0,19259.0,52.8%,39.0,w,0
7400.0, 36 months, 16.40%,261.63,C,C4,Sales Representative ,7 years,MORTGAGE,225000.0,Source Verified,debt_consolidation,Debt consolidation,FL,8.03,0.0,Dec-2008,700.0,704.0,1.0,,92.0,10.0,1.0,14575.0,57.4%,19.0,w,0
28250.0, 36 months, 15.31%,983.59,C,C5,IT Systems Analyst,10+ years,MORTGAGE,112000.0,Verified,debt_consolidation,Debt consolidation,OH,14.67,0.0,Mar-1998,715.0,719.0,0.0,,,9.0,0.0,23764.0,38%,20.0,w,0
35000.0, 36 months, 17.09%,1249.42,D,D1,Partner,10+ years,MORTGAGE,176000.0,Source Verified,debt_consolidation,Debt consolidation,VA,29.1,0.0,Sep-1998,665.0,669.0,1.0,,,21.0,0.0,90449.0,81%,34.0,w,0
19800.0, 36 months, 14.16%,678.26,C,C2,Service Advisor,5 years,MORTGAGE,67000.0,Not Verified,debt_consolidation,Debt consolidation,NC,13.33,0.0,Dec-2006,665.0,669.0,0.0,58.0,,5.0,0.0,5165.0,35.6%,21.0,f,0
10000.0, 36 months, 14.47%,344.07,C,C2,Team Manager,10+ years,MORTGAGE,127000.0,Verified,debt_consolidation,Consolodation,MI,14.31,0.0,Feb-1985,660.0,664.0,2.0,33.0,22.0,19.0,1.0,24061.0,71.2%,41.0,f,0
13000.0, 36 months,  9.44%,416.07,B,B1,Sales,10+ years,RENT,80000.0,Source Verified,debt_consolidation,Debt consolidation,FL,12.18,0.0,Apr-1989,665.0,669.0,1.0,,77.0,5.0,1.0,11971.0,54.4%,14.0,w,0
22000.0, 36 months, 11.99%,730.61,B,B5,Senior Consultant,8 years,RENT,108700.0,Source Verified,credit_card,Credit card refinancing,IL,8.94,0.0,Jul-2012,685.0,689.0,1.0,,,10.0,0.0,14556.0,42%,17.0,f,0
15000.0, 60 months, 14.30%,351.37,C,C1,Front Services Manager ,8 years,MORTGAGE,47500.0,Not Verified,debt_consolidation,Debt consolidation,NV,36.26,0.0,May-2007,725.0,729.0,0.0,36.0,,13.0,0.0,12529.0,36.4%,20.0,f,0
10000.0, 36 months, 18.99%,366.51,D,D4,Administrative Assistant,10+ years,OWN,35000.0,Verified,debt_consolidation,Debt consolidation,TX,34.95,0.0,Jun-2000,685.0,689.0,1.0,,,18.0,0.0,19548.0,70.8%,32.0,w,0
20000.0, 36 months,  9.44%,640.1,B,B1,Seat Design & Release Engineer,4 years,RENT,82000.0,Not Verified,debt_consolidation,Debt consolidation,MI,19.13,0.0,Oct-2009,725.0,729.0,0.0,,,12.0,0.0,23377.0,37.8%,17.0,f,0
15825.0, 36 months, 12.99%,533.14,C,C2,Director of Ministry,10+ years,RENT,55000.0,Not Verified,credit_card,Credit card refinancing,CA,24.94,0.0,Oct-1998,690.0,694.0,0.0,,,23.0,0.0,34672.0,73%,30.0,f,0
35000.0, 60 months, 11.99%,778.38,B,B5,President,9 years,MORTGAGE,95000.0,Verified,credit_card,Credit card refinancing,FL,13.78,0.0,Oct-1998,730.0,734.0,0.0,38.0,,9.0,0.0,15524.0,57.9%,20.0,w,0
14000.0, 60 months, 13.49%,322.07,C,C2,Regional manager,3 years,MORTGAGE,60000.0,Not Verified,credit_card,Credit card refinancing,TX,6.54,1.0,Mar-2002,660.0,664.0,1.0,12.0,65.0,12.0,1.0,6776.0,18.3%,15.0,w,1
8000.0, 36 months, 21.97%,305.4,E,E4,Pastor,3 years,RENT,25000.0,Source Verified,debt_consolidation,Debt consolidation,ND,35.53,0.0,Sep-2005,695.0,699.0,3.0,,,8.0,0.0,5950.0,82.6%,12.0,w,0
12000.0, 36 months,  8.18%,377.04,B,B1,Administrator,10+ years,RENT,112000.0,Source Verified,credit_card,Credit card refinancing,CA,9.6,2.0,Aug-1998,665.0,669.0,0.0,14.0,,17.0,0.0,15109.0,35.1%,38.0,w,0
6000.0, 36 months, 13.33%,203.12,C,C3,Parking attendant,10+ years,RENT,25000.0,Verified,major_purchase,Major purchase,NY,3.31,0.0,Jun-2000,660.0,664.0,0.0,,,4.0,0.0,2547.0,67%,6.0,w,0
22000.0, 60 months, 14.47%,517.28,C,C2,PPI Specialist ,2 years,MORTGAGE,47500.0,Not Verified,debt_consolidation,Debt consolidation,OH,27.24,0.0,Feb-2010,725.0,729.0,0.0,,,8.0,0.0,15569.0,37.9%,13.0,w,0
10000.0, 36 months,  8.81%,317.12,A,A5,,,MORTGAGE,60000.0,Not Verified,medical,Medical expenses,OH,21.2,0.0,Sep-1979,725.0,729.0,1.0,,,12.0,0.0,29151.0,57.5%,30.0,w,0
12000.0, 36 months, 12.74%,402.83,C,C1,Supervisor,2 years,RENT,80000.0,Not Verified,debt_consolidation,Debt consolidation,CA,13.15,0.0,Jan-2010,660.0,664.0,0.0,,,6.0,0.0,8740.0,78.7%,11.0,w,0
5000.0, 36 months, 11.47%,164.81,B,B5,Housekeeper,< 1 year,RENT,24000.0,Verified,debt_consolidation,Debt consolidation,PA,22.0,1.0,Sep-2010,690.0,694.0,0.0,5.0,,9.0,0.0,4467.0,53.2%,10.0,w,0
24000.0, 60 months, 13.99%,558.32,C,C3,Construction Manager ,3 years,RENT,141275.0,Not Verified,debt_consolidation,Debt consolidation,OH,4.63,0.0,Sep-2000,670.0,674.0,1.0,26.0,2.0,10.0,3.0,754.0,2.2%,17.0,w,0
35000.0, 60 months,  9.93%,742.45,B,B2,General Sales Manager,10+ years,MORTGAGE,115000.0,Verified,home_improvement,Home improvement,KS,22.05,0.0,May-2000,720.0,724.0,0.0,34.0,,9.0,0.0,22882.0,61.8%,16.0,w,0
35000.0, 36 months, 11.99%,1162.34,B,B3,Information Assurance Engineer,3 years,MORTGAGE,138000.0,Verified,credit_card,Credit card refinancing,MO,16.53,0.0,Aug-1995,685.0,689.0,0.0,,,14.0,0.0,59938.0,61.7%,35.0,w,0
19200.0, 36 months,  8.81%,608.86,A,A5,Floater Phlebotomist,10+ years,MORTGAGE,85000.0,Not Verified,debt_consolidation,Debt consolidation,GA,11.51,0.0,Oct-2006,720.0,724.0,0.0,44.0,,10.0,0.0,9705.0,21.8%,24.0,w,0
28000.0, 36 months,  6.24%,854.87,A,A2,CEO,5 years,MORTGAGE,100000.0,Not Verified,debt_consolidation,Debt consolidation,NJ,15.59,0.0,Apr-1992,765.0,769.0,0.0,,,12.0,0.0,66024.0,60.2%,25.0,w,0
26875.0, 60 months, 12.39%,603.13,C,C1,Teacher,3 years,MORTGAGE,53800.0,Source Verified,credit_card,Credit card refinancing,TX,15.93,0.0,Jul-1982,735.0,739.0,0.0,,,11.0,0.0,31743.0,45.6%,21.0,w,1
16000.0, 36 months,  6.72%,491.99,A,A3,Mechanic,2 years,MORTGAGE,66400.0,Verified,other,Other,TX,8.62,0.0,May-2006,695.0,699.0,0.0,,,9.0,0.0,10532.0,28.9%,13.0,w,0
13100.0, 36 months, 19.03%,480.4,D,D3,RN/Asst. Nurse Manger,6 years,MORTGAGE,123000.0,Verified,debt_consolidation,Debt consolidation,CA,34.52,0.0,May-2006,685.0,689.0,0.0,80.0,,16.0,0.0,30830.0,83.1%,36.0,w,0
30000.0, 36 months,  6.46%,918.93,A,A1,Special Education Teacher,5 years,RENT,70000.0,Source Verified,debt_consolidation,Debt consolidation,IL,16.61,0.0,May-2007,660.0,664.0,0.0,,,6.0,0.0,31515.0,67.6%,19.0,w,0
11600.0, 36 months,  9.99%,374.25,B,B3,Sr accounts Receivable representative ,4 years,MORTGAGE,31000.0,Not Verified,home_improvement,Home improvement,NY,25.55,0.0,Apr-2003,680.0,684.0,0.0,,71.0,13.0,1.0,2340.0,12.9%,44.0,w,0
12000.0, 60 months, 12.05%,267.24,C,C1,surgical technician,10+ years,MORTGAGE,64000.0,Source Verified,debt_consolidation,Debt consolidation,CT,22.18,1.0,Nov-2001,675.0,679.0,0.0,14.0,,13.0,0.0,15463.0,84.5%,39.0,w,0
19000.0, 36 months,  8.90%,603.32,A,A5,ranstad,8 years,RENT,50000.0,Source Verified,debt_consolidation,personal,CA,15.72,0.0,Sep-1980,730.0,734.0,1.0,,,9.0,0.0,8062.0,18.7%,14.0,w,1
15000.0, 36 months, 13.06%,505.85,C,C1,Medical Laboratory Technician,1 year,RENT,45000.0,Verified,debt_consolidation,Debt consolidation,NM,20.96,0.0,Sep-2002,665.0,669.0,0.0,36.0,,12.0,0.0,6698.0,36.2%,20.0,f,1
6000.0, 36 months, 18.99%,219.91,D,D3,Store associate ,7 years,RENT,30000.0,Verified,major_purchase,Major purchase,AZ,31.2,0.0,Jul-2010,705.0,709.0,1.0,,,6.0,0.0,4276.0,57%,7.0,w,0
28000.0, 36 months, 11.71%,926.13,B,B3,Tax Auditor,6 years,MORTGAGE,120000.0,Not Verified,debt_consolidation,Debt consolidation,PA,6.61,0.0,Jul-2007,720.0,724.0,1.0,26.0,,11.0,0.0,24484.0,43.6%,20.0,f,0
6000.0, 36 months, 16.99%,213.89,D,D3,Administration,7 years,RENT,31500.0,Not Verified,debt_consolidation,Debt consolidation,GA,22.1,1.0,Jul-1996,685.0,689.0,1.0,10.0,,7.0,0.0,6202.0,35.2%,18.0,f,0
15450.0, 36 months, 18.06%,559.02,D,D2,Operations Manager,10+ years,OWN,180000.0,Source Verified,debt_consolidation,Debt consolidation,AK,12.3,0.0,May-2005,680.0,684.0,0.0,,,8.0,0.0,17991.0,82.5%,17.0,w,0
10000.0, 36 months,  7.02%,308.87,A,A2,Senior Sales Associate,2 years,RENT,52000.0,Source Verified,debt_consolidation,Debt consolidation,IL,13.56,0.0,Feb-2005,720.0,724.0,3.0,,89.0,9.0,1.0,4489.0,17.3%,35.0,w,0
12000.0, 60 months, 14.33%,281.28,C,C2,Hughie's Event Production Services,10+ years,MORTGAGE,120000.0,Source Verified,home_improvement,Fence Loan,OH,15.59,0.0,Aug-1989,680.0,684.0,0.0,46.0,,13.0,0.0,38194.0,72.8%,26.0,f,0
33000.0, 60 months, 18.45%,846.09,D,D2,Teacher,10+ years,RENT,68000.0,Source Verified,debt_consolidation,Debt consolidation,CA,16.92,2.0,Jan-2003,705.0,709.0,2.0,21.0,84.0,14.0,1.0,13483.0,33.3%,19.0,w,0
7000.0, 36 months, 12.69%,234.82,C,C2,Construction coordinator ,1 year,RENT,33500.0,Verified,debt_consolidation,Debt consolidation,FL,24.72,0.0,Nov-2001,705.0,709.0,0.0,,,6.0,0.0,4470.0,86%,11.0,f,1
15000.0, 36 months,  5.32%,451.73,A,A1,RN,1 year,MORTGAGE,85000.0,Not Verified,credit_card,Credit card refinancing,NV,10.28,1.0,Dec-1992,745.0,749.0,0.0,18.0,,16.0,0.0,7257.0,12.5%,39.0,w,0
20000.0, 36 months, 14.08%,684.33,C,C3,service tech,< 1 year,MORTGAGE,80000.0,Verified,debt_consolidation,Debt consolidation,OR,12.41,0.0,Dec-1998,670.0,674.0,0.0,30.0,,11.0,0.0,24680.0,72%,16.0,w,0
6000.0, 36 months,  8.39%,189.1,B,B1,driver,10+ years,MORTGAGE,100000.0,Not Verified,home_improvement,Home improvement,MO,7.06,0.0,Nov-1994,720.0,724.0,0.0,25.0,77.0,9.0,1.0,3499.0,38.5%,16.0,w,0
10000.0, 36 months, 17.74%,360.23,C,C5,CNC Sales Engineer,5 years,RENT,61000.0,Not Verified,credit_card,Credit card refinancing,IL,6.41,0.0,Apr-2013,665.0,669.0,0.0,,,6.0,0.0,10465.0,58.1%,8.0,w,0
30000.0, 60 months, 18.55%,770.81,E,E2,Manager,10+ years,RENT,71000.0,Verified,debt_consolidation,Debt consolidation,CA,16.53,0.0,Nov-2001,720.0,724.0,0.0,,,2.0,0.0,26229.0,100.9%,7.0,w,0
35000.0, 36 months, 15.59%,1223.43,C,C5,Manager,2 years,RENT,84000.0,Verified,debt_consolidation,Debt consolidation,FL,3.28,0.0,Jun-2007,720.0,724.0,0.0,,,3.0,0.0,7424.0,74.2%,4.0,f,1
26400.0, 36 months,  7.97%,826.92,A,A5,Sales Manager,5 years,OWN,135000.0,Source Verified,credit_card,Credit card refinancing,IL,14.17,0.0,Jun-2004,710.0,714.0,0.0,,,11.0,0.0,30270.0,41.6%,18.0,w,0
3000.0, 36 months, 19.99%,111.48,D,D5,Nurse,3 years,OWN,60000.0,Source Verified,other,Other,OR,14.9,0.0,Apr-2011,685.0,689.0,4.0,,,16.0,0.0,11049.0,36.5%,19.0,f,1
5500.0, 36 months, 11.53%,181.45,B,B5,Dining Room Supervisor,3 years,RENT,22500.0,Verified,credit_card,Credit card refinancing,VA,20.48,0.0,May-1984,665.0,669.0,0.0,28.0,,10.0,0.0,8881.0,99.8%,14.0,f,0
15600.0, 60 months, 14.64%,368.19,C,C3,Engineer Tech,10+ years,MORTGAGE,95000.0,Not Verified,debt_consolidation,Debt consolidation,NY,15.58,0.0,Aug-1999,690.0,694.0,0.0,,16.0,8.0,3.0,14600.0,54.1%,12.0,w,1
29500.0, 60 months, 21.18%,801.07,E,E3,Free Lance Teacher - Author Speaker,10+ years,OWN,59000.0,Not Verified,credit_card,Credit card refinancing,NY,15.66,0.0,Jan-1996,735.0,739.0,0.0,,,6.0,0.0,12905.0,79.2%,26.0,w,0
24000.0, 60 months, 12.29%,537.4,C,C1,Deputy,10+ years,MORTGAGE,78000.0,Not Verified,home_improvement,Home improvement,CA,3.8,0.0,Jun-1997,660.0,664.0,0.0,77.0,81.0,6.0,1.0,5090.0,12.7%,12.0,f,0
24000.0, 60 months, 14.49%,564.56,C,C4,Vice President Acctg Manager,10+ years,MORTGAGE,128500.0,Source Verified,debt_consolidation,Debt consolidation,NY,18.9,1.0,Jul-2003,665.0,669.0,0.0,7.0,,13.0,0.0,12079.0,98.2%,24.0,w,0
8400.0, 36 months,  7.97%,263.11,A,A5,Site Manager,7 years,MORTGAGE,70000.0,Not Verified,credit_card,Credit card refinancing,NV,45.28,0.0,Nov-2005,715.0,719.0,1.0,42.0,,24.0,0.0,14916.0,28.3%,41.0,w,0
12000.0, 36 months,  6.97%,370.37,A,A3,DIETARY PREP COOK,8 years,RENT,60000.0,Not Verified,credit_card,Credit card refinancing,CA,9.86,0.0,May-2009,715.0,719.0,1.0,,,15.0,0.0,15086.0,36%,20.0,w,0
20000.0, 36 months,  6.24%,610.62,A,A2,Dealer,3 years,RENT,65000.0,Not Verified,debt_consolidation,Debt consolidation,WA,18.25,0.0,Apr-1995,735.0,739.0,1.0,48.0,,16.0,0.0,78554.0,40.5%,21.0,w,0
6000.0, 36 months, 10.75%,195.73,B,B4,Recruiter,1 year,RENT,51000.0,Not Verified,credit_card,Credit card refinancing,FL,25.53,0.0,Mar-2004,770.0,774.0,0.0,,,10.0,0.0,6860.0,20.5%,16.0,w,0
35000.0, 36 months, 13.08%,1180.64,B,B5,Property Manager,2 years,MORTGAGE,67000.0,Source Verified,debt_consolidation,Debt consolidation,SC,31.52,0.0,Oct-1997,695.0,699.0,0.0,36.0,,11.0,0.0,55709.0,79.2%,31.0,w,0
3000.0, 36 months,  6.03%,91.31,A,A1,USDA GIPSA PSP,10+ years,MORTGAGE,89000.0,Not Verified,major_purchase,ATV,GA,13.67,0.0,Jun-1989,750.0,754.0,0.0,,,10.0,0.0,20558.0,52.3%,39.0,f,0
16000.0, 60 months, 16.78%,395.76,C,C5,The Boeing Company,10+ years,MORTGAGE,100000.0,Verified,debt_consolidation,Debt consolidation,WA,14.36,0.0,Feb-1997,700.0,704.0,0.0,,,11.0,0.0,7101.0,74.7%,24.0,w,0
4000.0, 36 months, 18.49%,145.6,D,D2,Beth Israel Medical Center,10+ years,RENT,65000.0,Not Verified,debt_consolidation,pay down debt,NY,3.64,0.0,Jul-2002,685.0,689.0,1.0,36.0,111.0,9.0,1.0,4468.0,40.3%,21.0,f,0
8325.0, 36 months, 14.33%,285.87,C,C1,inter optimis,10+ years,OWN,25000.0,Verified,major_purchase,Major purchase,CA,15.65,0.0,Aug-2003,690.0,694.0,2.0,46.0,,7.0,0.0,5232.0,28.6%,14.0,f,1
16000.0, 36 months,  7.89%,500.58,A,A5,Application Engineer,3 years,RENT,62400.0,Source Verified,credit_card,Credit card refinancing,OH,18.35,0.0,Apr-2008,680.0,684.0,0.0,,,15.0,0.0,13860.0,57.3%,18.0,w,0
5450.0, 36 months, 19.19%,200.3,E,E3,,,OWN,13008.0,Verified,debt_consolidation,Debt consolidation,GA,29.7,0.0,Jun-2007,675.0,679.0,0.0,,,8.0,0.0,8302.0,63.4%,17.0,f,1
17000.0, 36 months, 20.39%,635.17,D,D4,Admin,6 years,RENT,40000.0,Source Verified,debt_consolidation,Debt consolidation,WI,14.22,0.0,Mar-2002,660.0,664.0,1.0,64.0,,9.0,0.0,14005.0,93.4%,12.0,f,0
12000.0, 60 months, 15.02%,285.61,C,C3,"Manager, Proposals",10+ years,MORTGAGE,149000.0,Not Verified,debt_consolidation,Debt consolidation,VA,20.43,0.0,May-1999,720.0,724.0,0.0,,,11.0,0.0,46491.0,67.5%,22.0,w,0
5000.0, 36 months,  8.90%,158.77,A,A5,,,MORTGAGE,31000.0,Source Verified,credit_card,CREDIT CARDS,NC,9.1,0.0,Feb-1982,715.0,719.0,0.0,41.0,,13.0,0.0,4454.0,30.1%,26.0,f,0
12300.0, 36 months,  9.17%,392.12,B,B1,Procurement Agent,6 years,MORTGAGE,77044.0,Not Verified,debt_consolidation,Debt consolidation,OR,15.81,3.0,Aug-2001,700.0,704.0,1.0,9.0,,17.0,0.0,8554.0,63.8%,27.0,w,0
28000.0, 60 months,  9.99%,594.78,B,B3,Supervising Social Worker,10+ years,MORTGAGE,80000.0,Source Verified,debt_consolidation,Debt consolidation,CA,9.49,0.0,Aug-1988,770.0,774.0,0.0,35.0,,8.0,0.0,3662.0,25.3%,14.0,w,0
4000.0, 36 months, 16.12%,140.87,C,C3,Electrician,1 year,MORTGAGE,90000.0,Verified,other,Other,MT,18.33,0.0,Feb-2010,660.0,664.0,0.0,,,5.0,0.0,4921.0,98.4%,15.0,f,0
10000.0, 36 months, 15.59%,349.55,C,C5,R&D leader,3 years,RENT,125000.0,Verified,debt_consolidation,Debt consolidation,HI,25.58,0.0,Dec-2009,660.0,664.0,1.0,33.0,,7.0,0.0,12065.0,96.5%,13.0,w,1
5000.0, 36 months, 12.99%,168.45,C,C2,Accounts Payable Manager ,10+ years,RENT,53000.0,Source Verified,major_purchase,Major purchase,CO,42.77,0.0,Nov-1994,700.0,704.0,0.0,42.0,,17.0,0.0,37771.0,47.6%,29.0,f,0
12000.0, 36 months, 11.26%,394.36,B,B2,K-force,3 years,RENT,45000.0,Not Verified,credit_card,New Loan,NJ,17.39,0.0,Feb-2002,720.0,724.0,2.0,,,14.0,0.0,5079.0,14.8%,24.0,f,0
15000.0, 36 months, 10.42%,486.98,B,B3,Attorney,< 1 year,RENT,69000.0,Source Verified,medical,Medical expenses,WA,19.97,1.0,Sep-1994,665.0,669.0,0.0,9.0,,10.0,0.0,23798.0,79.3%,29.0,w,0
15000.0, 36 months, 15.99%,527.29,C,C5,Project Manager,10+ years,MORTGAGE,48000.0,Verified,debt_consolidation,Debt consolidation,GA,28.45,0.0,Apr-2004,670.0,674.0,1.0,68.0,67.0,16.0,1.0,10090.0,37.8%,36.0,w,0
10000.0, 36 months,  9.17%,318.79,B,B2,Enterprise Architect,3 years,RENT,103000.0,Not Verified,debt_consolidation,Debt consolidation,NH,2.66,1.0,Jan-2001,660.0,664.0,0.0,11.0,,4.0,0.0,8712.0,58.1%,19.0,w,0
8000.0, 36 months, 16.99%,285.19,D,D1,,,MORTGAGE,60000.0,Source Verified,debt_consolidation,Debt consolidation,GA,27.72,0.0,Apr-2009,685.0,689.0,1.0,37.0,,15.0,0.0,12173.0,41.5%,19.0,w,0
10000.0, 60 months, 14.48%,235.18,C,C5,Operations Manager,6 years,MORTGAGE,179000.0,Source Verified,debt_consolidation,Debt consolidation,TX,31.54,0.0,Sep-1991,670.0,674.0,0.0,,,12.0,0.0,16041.0,70%,26.0,w,1
20000.0, 36 months, 12.73%,671.29,B,B5,Quality Control Auditor,10+ years,MORTGAGE,85000.0,Source Verified,debt_consolidation,Debt consolidation,WI,8.81,2.0,May-2006,670.0,674.0,1.0,13.0,85.0,8.0,1.0,1648.0,43.4%,24.0,w,0
7000.0, 36 months, 14.09%,239.55,B,B5,Schneider National,2 years,MORTGAGE,75000.0,Not Verified,debt_consolidation,debt consolidation,FL,15.6,0.0,Dec-1999,685.0,689.0,2.0,73.0,,9.0,0.0,6353.0,70.6%,19.0,f,0
11000.0, 36 months, 10.08%,355.36,B,B1,Library aide,10+ years,MORTGAGE,33600.0,Verified,debt_consolidation,Debt consolidation,TX,39.44,0.0,Mar-1990,765.0,769.0,1.0,,,22.0,0.0,19741.0,20%,33.0,w,0
16800.0, 36 months,  7.69%,524.06,A,A4,Financial Analyst,< 1 year,OWN,78000.0,Not Verified,debt_consolidation,Debt consolidation,SC,27.92,0.0,Nov-1992,695.0,699.0,0.0,,,12.0,0.0,46804.0,60.1%,23.0,f,0
24000.0, 60 months, 20.20%,638.53,D,D5,Sales Manager,< 1 year,OWN,58000.0,Source Verified,debt_consolidation,Debt cnsolidation,AL,30.26,0.0,Dec-1990,670.0,674.0,3.0,56.0,,12.0,0.0,22047.0,76%,16.0,f,0
6000.0, 36 months,  9.44%,192.03,B,B1,Owner,1 year,MORTGAGE,60250.0,Not Verified,car,Car financing,MI,32.59,0.0,Oct-1990,675.0,679.0,2.0,28.0,,14.0,0.0,4103.0,12.1%,30.0,w,0
28000.0, 36 months,  6.99%,864.44,A,A3,Owner,6 years,MORTGAGE,150000.0,Source Verified,credit_card,Credit card refinancing,FL,19.26,0.0,Feb-1985,685.0,689.0,1.0,30.0,,18.0,0.0,282704.0,83%,32.0,w,0
4500.0, 36 months, 14.99%,155.98,C,C5,petty officer,6 years,MORTGAGE,55000.0,Source Verified,credit_card,Credit card refinancing,FL,36.35,2.0,Dec-2006,660.0,664.0,1.0,8.0,,14.0,0.0,22913.0,85.8%,29.0,w,1
